0.15929,0.4624,0.07773,1.1683,-44.853,0.46702,0.18948,0.82895,1.1223,0.3833,0.18948,0.41025,0.15548,0.18948,771.49,0.47311,2.1626,0.18948,0.13466,46.838,1.0346,0.18082,0.11321,0.57607,0.3833,0.40783,1.4423,0.16882,6.0662,0.30915,0.13466,134.47,2.7144,0.39104,0.18082,1.4771,658.7,0.38385,0.12851,0.16702,0.072354,0.12851,119.96,73.126,0.88223,0.77736,52.568,0.15153,0.10769,1.1669,0.46185,0.3684,0.83251,0.8337,90533.0,0.10899,0.41557,0.89101,0.001422,7.7928,4.9914,119.81,3.0465,3.056,0
0.13676,0.40538,0.31543,1.8705,19.115,0.50497,0.13676,1.4539,1.1144,0.58938,0.13676,0.37742,0.1069,0.13676,924.13,0.39496,2.4668,0.13676,0.091304,59.462,1.3355,0.14482,0.091304,0.50497,0.58938,0.39496,1.0775,0.97894,4.3239,0.21865,0.091304,98.398,3.7094,0.35724,0.14482,1.5064,10.079,0.63242,0.096688,0.21853,0.079248,0.096688,145.87,86.408,0.56046,1.1971,66.263,0.12146,0.081094,1.6719,0.36235,0.26958,1.8291,1.9627,6649.9,0.10263,0.23203,0.89737,0.073024,6.1384,4.2241,88.299,4.1337,4.6484,0
0.021539,0.58425,0.086614,1.1791,-36.394,-0.0016087,0.029628,0.71161,1.4388,0.41575,0.066078,0.061256,0.039813,0.029628,3722.8,0.098043,1.7116,0.029628,0.020593,41.665,1.0593,0.049368,0.01497,0.0,0.3965,0.084197,1.3544,0.20156,5.9071,0.40608,0.020593,157.23,2.3785,1.969,0.31594,1.4388,7.8087,0.46775,0.2196,0.068418,0.25285,0.034313,136.28,94.617,0.13115,0.83952,52.109,0.021715,0.015093,0.97612,0.48368,0.42044,0.96753,1.0885,1.1791,0.2196,0.051807,0.80128,0.12508,8.7603,3.8576,122.7,2.9746,3.3482,0
0.13103,0.47202,0.4935,2.1374,31.876,0.37472,0.16378,1.1185,1.0729,0.52798,0.16378,0.37748,0.078413,0.16378,964.05,0.37861,2.1185,0.16378,0.071863,48.59,1.2638,0.16583,0.05749,0.4702,0.52798,0.30922,0.78063,6.7973,3.969,0.16012,0.071863,74.554,4.8958,0.35131,0.16583,2.2901,16.366,0.5661,0.072758,0.25446,0.085855,0.072758,130.84,82.25,0.43186,1.4381,52.132,0.1509,0.066208,1.9647,0.4339,0.20426,7.2722,7.7973,4595.0,0.067952,0.24817,0.93205,0.072213,7.5119,4.4377,69.488,5.2527,31.392,0
0.17698,0.19359,0.13925,3.7779,124.1,0.33845,0.21281,4.1656,1.2128,0.80641,0.21281,4.2451,0.61671,0.21281,320.19,1.1399,5.1656,0.21281,0.5947,39.523,1.0326,0.064641,0.49457,0.40412,0.80641,0.95486,2.1909,0.17179,5.1394,0.52494,0.5947,62.015,5.8857,0.33391,0.064641,0.51029,1.05,0.94987,0.18065,0.14479,0.087768,0.18065,185.77,146.25,4.5675,3.005,47.933,0.056767,0.15864,0.97828,0.050129,0.1699,0.99481,1.1718,19195.0,0.17547,0.21946,0.82453,0.1779,9.2352,2.4957,51.133,7.1382,0.44144,0
0.11767,0.37332,0.26743,2.3229,18.308,0.14871,0.14571,1.6787,1.1986,0.62668,0.14571,0.72082,0.18652,0.14571,833.46,0.43793,2.6787,0.14571,0.16624,76.392,1.3816,0.13334,0.13425,0.1902,0.62668,0.36282,1.8232,0.50418,4.9982,0.33873,0.16624,100.89,3.6177,0.35716,0.13334,0.88891,1.6716,0.79785,0.15212,0.6139,0.081222,0.15212,143.86,67.471,0.64144,1.4154,91.56,0.11556,0.13184,1.2578,0.20215,0.27642,1.1815,1.5042,26632.0,0.16567,0.18777,0.83433,0.27314,4.778,5.4098,84.179,4.336,1.6525,0
0.0057495,0.90689,-0.085601,0.88813,-70.199,-0.012355,0.0057495,0.09367,1.0001,0.084948,0.0057495,0.0075139,0.017836,0.0057495,19599.0,0.018623,1.1027,0.0057495,0.0060717,37.321,2.1971,0.0090848,0.0060717,-0.012355,0.084948,0.018623,0.095951,-0.26715,5.4279,0.94059,0.0060717,294.98,1.2374,0.010018,0.0090848,0.95656,4.1123,0.22666,0.009594,0.021232,1.4742,0.009594,255.69,218.36,0.059381,0.76159,37.325,-0.0020547,-0.0021699,0.74935,0.76518,0.80816,0.26511,0.70737,-22930.0,0.0001126,0.067682,0.99989,1.6682,9.78,1.6715,294.94,1.2375,2.9552,0
0.059803,0.17756,0.41991,3.6984,48.289,0.28717,0.077343,3.8463,1.0732,0.68296,0.077343,0.49703,0.092997,0.077343,514.72,0.70913,5.6318,0.077343,0.057123,67.416,1.2332,0.088884,0.044169,0.36349,0.68296,0.61034,0.70454,0.98921,4.5643,0.046163,0.057123,45.021,8.1072,0.50058,0.088884,1.3662,14.825,0.70491,0.065647,0.78515,0.04247,0.065647,122.21,54.795,0.23914,2.0913,72.353,0.040312,0.029773,3.2412,0.15561,0.12335,1.6089,1.6606,15396.0,0.068233,0.087564,0.93177,0.032142,5.4142,6.6612,41.95,8.7009,3.1897,0
-0.07932,1.0509,-0.32699,0.59758,-145.06,-0.21336,-0.07932,-0.072162,0.94703,-0.075838,-0.07932,-0.097617,-0.014273,-0.07932,-22702.0,-0.016078,0.95152,-0.07932,-0.067,46.034,1.0706,-0.092593,-0.067,-0.21336,-0.075838,-0.016078,-0.74068,-0.63564,4.9316,0.86031,-0.067,237.25,1.5385,-0.088105,-0.092593,1.2135,1.4106,0.16254,-0.078211,0.042677,-1.1452,-0.078211,139.01,92.979,-0.53123,0.41382,43.596,-0.15502,-0.13094,0.46203,0.81256,0.65,-0.14742,0.31597,-27937.0,-0.055929,1.0459,1.0559,-3.1433,7.9289,3.9256,250.52,1.457,2.3014,0
0.054497,0.99994,-0.29975,0.58931,-107.78,-0.083145,0.054497,-0.10616,1.0766,-0.10615,0.054497,0.074667,0.066373,0.054497,2970.2,0.12289,1.0001,0.054497,0.029436,23.646,1.019,0.11298,0.029436,-0.083145,-0.10615,0.12289,0.65698,-0.52598,3.9983,0.51205,0.029436,154.92,2.3561,0.11298,0.11298,1.8958,1.1485,0.16393,0.061024,0.1735,0.18127,0.061024,59.833,36.187,0.45438,0.42498,25.457,0.044594,0.024087,0.43014,0.72986,0.42443,-0.18627,0.28765,-2985.7,0.071146,-0.51338,0.92885,-2.5443,15.436,10.086,143.89,2.5366,3.2486,0
