0,0,8,0,0,0,0.7,610.0,0,0,0
0,3,0,0,0,0,3.2,610.0,0,0,0
0,3,0,0,0,1,0.7,1300.0,762,0,0
0,0,0,60,0,0,2.801,385.1,0,0,0
0,0,0,60,0,1,0.8009999999999999,255.0,269,0,0
0,0,0,45,0,0,1.6,610.0,0,0,0
0,3,0,0,0,1,0.6990000000000001,610.0,4880,0,0
0,0,0,0,0,0,3.3,152.0,0,0,0
0,3,0,0,0,0,0.6990000000000001,1320.0,0,0,0
0,0,0,0,0,1,1.0,1320.0,762,0,0
0,3,0,0,0,0,1.2,610.0,0,0,0
0,3,0,0,0,1,0.3,1320.0,4880,0,0
0,3,0,0,0,1,1.2,610.0,150,0,0
0,0,0,45,0,0,1.2,609.9,0,0,0
0,0,0,0,0,1,0.6,1220.0,761,0,0
0,0,0,0,0,1,4.0,1320.0,762,0,0
0,0,0,0,0,1,3.2,1320.1,762,0,0
0,0,0,70,0,0,0.501,1200.1,0,0,0
0,0,0,0,0,1,0.6,610.0,761,0,0
0,1,55,0,0,0,0.8,610.0,0,0,0
0,4,70,0,0,0,3.2,609.9,0,0,0
0,0,0,60,0,1,0.8,356.0,4880,0,0
0,3,0,0,0,1,0.7,609.9,4170,0,0
0,1,55,0,0,0,0.8,900.0,0,0,0
0,6,0,0,310,0,1.6,610.0,0,500,0
0,0,0,45,0,1,0.6990000000000001,1320.0,762,0,0
0,0,0,0,0,1,0.75,1320.0,4880,0,0
0,2,0,0,350,0,1.399,1320.0,0,0,0
0,0,0,50,0,0,0.6,1320.0,0,0,0
0,3,0,0,0,0,0.6509999999999999,20.0,0,0,0
0,3,0,0,0,1,1.6,374.9,4880,0,0
0,0,0,0,0,0,1.6,50.0,0,0,0
0,3,0,0,0,1,0.6990000000000001,1320.0,4880,0,0
0,0,0,50,0,0,0.7,610.0,0,0,0
0,3,0,0,0,1,0.6,610.0,762,0,0
0,0,0,0,0,1,0.6,610.0,301,0,0
0,3,0,0,0,1,0.601,610.0,4880,0,0
0,0,0,45,0,1,0.7,1320.0,4880,0,0
0,6,0,0,310,0,2.5,1274.9,0,500,0
0,0,0,0,0,1,0.6990000000000001,1320.0,4880,0,0
0,0,0,0,0,1,0.7,609.9,762,0,0
0,3,0,0,0,1,1.599,1300.0,762,0,0
0,0,0,45,0,1,0.599,150.0,4880,0,0
0,0,0,0,0,0,0.7,1320.0,0,0,0
0,3,0,0,0,1,0.7,374.9,4880,0,0
0,0,0,0,500,0,1.6,1320.0,0,0,0
0,0,0,0,0,1,3.2,1300.0,762,0,0
0,0,0,0,0,1,1.2,610.0,762,0,0
0,0,0,0,0,1,1.2,610.0,4880,0,0
0,0,0,0,0,1,0.6,1220.0,762,0,0
0,0,0,45,0,0,0.301,610.0,0,0,0
0,3,0,0,0,1,1.6,500.0,762,0,0
0,3,0,0,0,1,0.8,1320.0,762,0,1
0,0,0,0,0,0,0.4,20.0,0,0,0
0,0,0,70,0,0,0.8009999999999999,610.0,0,600,0
0,3,0,0,0,0,3.5,610.0,0,600,0
0,3,0,0,0,0,0.799,1300.0,0,0,0
0,0,4,0,0,0,0.5,1130.0,0,0,0
0,3,0,0,0,1,0.6,609.0,612,0,0
0,0,0,0,0,0,0.601,1320.0,0,0,0
0,0,0,70,0,0,2.0,1250.0,0,0,0
0,3,0,0,0,1,3.2,1320.0,4880,0,0
0,0,0,45,0,0,0.7,610.0,0,0,0
0,0,0,0,0,1,0.6,610.0,762,0,0
0,5,0,0,0,1,1.599,610.0,1,0,1
0,0,0,50,0,0,0.8,609.9,0,0,0
0,3,0,0,0,1,1.6,610.0,4880,0,0
0,1,45,0,0,0,3.2,640.0,0,600,0
0,3,0,0,0,1,0.8,1320.0,4880,0,1
0,0,0,0,0,0,1.6,610.0,0,0,0
0,2,0,0,600,0,1.6,1090.0,0,0,1
0,0,0,0,0,1,0.7,1320.1,4880,0,0
0,0,0,0,0,1,0.7,610.0,4880,0,0
0,1,55,0,0,0,1.5,640.0,0,0,0
0,0,0,45,0,1,0.599,609.9,4880,0,0
0,3,0,0,0,1,0.8,610.0,762,0,1
0,3,0,0,0,1,1.599,610.0,4880,0,1
0,3,0,0,0,1,2.0,610.0,612,0,1
0,3,0,0,500,1,1.0,610.0,4880,0,0
0,0,0,0,0,1,0.9990000000000001,610.0,762,0,0
0,0,0,0,0,1,0.6990000000000001,610.0,761,0,0
0,3,6,0,0,0,0.5,25.0,0,0,0
0,0,0,45,0,1,0.7,610.0,762,0,0
0,0,0,45,0,0,1.6,610.0,0,0,0
0,3,0,0,0,1,0.7,1300.0,4880,0,0
0,0,0,0,0,1,0.7,609.9,762,0,0
0,0,0,70,0,0,0.8,50.0,0,0,0
0,3,0,0,0,1,0.6990000000000001,610.0,4880,0,0
0,3,0,0,500,1,1.0,1100.0,762,0,0
0,2,0,0,600,0,1.6,1090.0,0,0,1
0,0,0,45,0,1,0.599,520.0,4880,0,0
0,3,0,0,0,0,0.25,20.0,0,0,0
0,3,0,0,0,1,0.6990000000000001,610.0,4880,0,0
0,0,0,0,0,1,0.7,1300.0,4880,0,0
0,0,0,45,0,0,0.6990000000000001,1320.0,0,0,0
0,0,4,0,0,0,1.0,1130.0,0,0,0
0,6,0,0,310,0,1.599,1275.0,0,0,0
0,3,0,0,0,0,1.599,610.0,0,0,1
0,3,0,0,0,1,2.0,610.0,4170,0,1
0,3,0,0,0,0,1.2,1220.0,0,0,0
0,1,45,0,0,0,1.09,610.0,0,0,0
0,3,0,0,0,1,1.599,1300.0,762,0,1
0,5,0,0,0,0,1.2009999999999998,1525.0,0,0,1
0,1,55,0,0,0,1.1,900.0,0,0,0
0,3,0,0,0,1,2.0,1525.0,612,0,1
0,0,0,0,0,0,3.5,610.0,0,600,0
0,0,0,50,0,0,0.6,610.0,0,0,0
0,6,0,0,310,1,2.5,610.0,4880,0,0
0,0,0,60,0,0,0.6,50.0,0,0,0
0,0,0,45,0,1,0.6990000000000001,1320.0,760,0,0
0,3,0,0,0,0,0.4,58.0,0,0,0
0,3,0,0,0,0,3.2,609.9,0,0,0
0,0,0,50,0,0,1.6,1250.0,0,0,0
0,3,0,0,0,1,1.601,830.0,881,0,1
0,2,0,0,350,0,0.9,1320.0,0,0,0
0,5,0,0,0,0,2.0,1525.0,0,0,1
0,0,0,0,0,1,0.6990000000000001,520.0,762,0,0
0,0,0,60,0,0,0.8,710.1,0,0,0
0,0,0,50,0,0,0.6,610.0,0,0,0
0,3,0,0,500,0,1.6,1320.0,0,0,0
0,3,0,0,0,1,0.6,610.0,4880,0,0
0,0,0,0,0,1,1.6,1320.0,1000,0,0
0,0,0,0,0,1,0.7,610.0,4880,0,0
0,0,0,45,0,0,0.6990000000000001,1320.0,0,0,0
0,0,0,0,0,0,1.0,75.0,0,0,0
0,0,0,0,0,0,3.2,609.9,0,0,0
0,3,0,0,0,0,0.7,1320.0,0,0,0
0,0,0,70,0,0,2.5,609.9,0,0,0
0,0,0,0,0,1,0.6990000000000001,609.9,0,0,0
0,3,0,0,0,1,3.2,610.0,1000,0,0
0,3,0,0,0,0,0.9,966.1,0,0,0
0,0,0,0,0,0,1.001,610.0,0,0,0
0,3,0,0,0,1,0.601,375.0,612,0,0
0,1,45,0,0,0,0.6,610.0,0,0,0
0,0,0,0,0,0,3.2,1320.0,0,0,0
0,0,0,0,0,1,0.9990000000000001,1220.0,762,0,0
0,3,0,0,0,0,1.6,50.0,0,0,1
0,0,0,0,0,1,1.2,335.0,4170,0,0
0,0,0,0,0,1,1.2,1250.0,4880,0,0
0,6,0,0,310,0,2.5,1274.9,0,600,0
0,3,0,0,0,0,0.7,610.0,0,0,0
