1025.54,72.2547,-468.917,324.181,-487.765,479.369,-1383.12,-1677.6,540.812,-2049.15,-1211.05,288.37,512.216,-57.768,387.955,-456.55699999999996,-1004.2,1025.54,-807.164,-227.25,-941.9680000000001,-856.822,353.466,387.89099999999996,482.75199999999995,-1473.35,483.445,-1466.1,0
712.4810000000001,-318.798,-1097.91,300.552,-1328.86,508.48699999999997,-1809.25,-1574.97,712.4810000000001,-2810.35,-1311.61,323.619,413.51,-86.01799999999999,397.605,-393.462,-241.449,559.4580000000001,-1520.36,-300.103,-2223.04,-958.382,383.906,365.139,385.471,-1330.6,430.04400000000004,-1398.7,0
959.202,0.0,-651.52,310.689,-236.59099999999998,511.714,-1392.62,-1504.05,481.536,-1424.31,-793.992,330.85699999999997,512.988,28.7468,407.129,-424.81300000000005,-631.896,959.202,-386.875,-27.1213,-183.59900000000002,426.153,388.168,340.702,413.629,-694.927,340.85699999999997,-1147.63,0
6978.23,5318.72,5017.15,281.061,5545.42,533.336,2356.69,5824.0,631.7669999999999,6978.23,6237.76,348.68,932.921,2818.7,400.85,2885.29,5915.74,2794.91,6022.83,1273.43,4665.46,409.3,488.36,302.233,335.048,6043.87,405.587,3064.24,0
6634.83,5524.72,6634.83,298.192,4299.5,2827.76,3611.68,2042.2,975.451,5001.2,5660.59,399.079,1246.14,1439.74,1424.23,1792.11,959.905,2767.82,4726.52,3735.29,677.835,584.989,444.764,307.783,356.25300000000004,3634.79,1559.38,612.194,1
7772.05,4393.83,3802.37,3163.38,5824.26,1062.94,7772.05,1249.81,6204.91,377.73400000000004,1452.59,454.36800000000005,919.388,1824.87,595.846,462.01,720.79,2134.19,1679.27,2265.15,3663.37,2978.95,2756.09,4543.52,1102.68,6768.09,1381.42,2047.01,0
7363.24,1845.43,4589.56,3028.67,6510.99,1995.72,7363.24,3462.06,4107.01,2350.79,1780.55,619.581,1106.28,1369.67,668.415,414.166,736.172,2100.84,1678.52,3899.77,2939.73,3043.65,2440.59,4599.21,1706.14,4884.1,1169.79,2771.78,0
7300.37,2418.15,4219.12,3139.14,5946.05,4055.82,7300.37,3515.35,4902.34,2382.79,2434.14,620.337,1028.19,1575.31,654.097,436.12,778.745,2323.14,1738.35,3661.17,4803.67,3838.4,2341.49,5577.29,1861.24,6199.38,1195.68,2778.21,0
7188.6,2517.21,4469.85,2213.78,4548.46,799.5980000000001,7188.6,1540.17,6081.86,2217.32,2414.75,540.669,1084.48,1208.67,577.529,431.776,648.327,2156.12,3716.51,3648.15,1532.24,5110.42,2869.77,4446.22,1195.26,1887.26,1191.51,2937.63,0
7399.55,3068.68,4225.58,2674.11,3850.54,1493.66,7027.73,4993.49,7010.34,2952.58,3633.32,542.312,1093.97,1478.59,642.2040000000001,479.045,694.878,2360.4,2455.26,3313.2,3748.01,4374.45,2686.17,2441.22,1175.75,7399.55,1081.99,3287.72,0
6265.79,3199.29,6265.79,184.207,5895.33,4909.34,4946.57,1187.83,462.43300000000005,3011.46,3501.63,674.188,960.832,364.292,1391.16,898.332,522.504,2839.08,1261.29,5346.73,5901.88,970.549,400.14,287.362,444.594,2537.16,2150.37,1802.39,0
