0,1,19,9,7940,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136,52,0.21,0.1,0.27,0.04,0.01,0.02,0.02,0.0,0
0,1,22,9,195,3970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,19,0.0,0.0,0.0,0.0,1.0,0.0,0.16,16,255,1.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0
0,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,61,137,1.0,0.0,0.02,0.04,0.0,0.0,1.0,0.8,0
0,1,22,9,165,3687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,255,1.0,0.0,0.11,0.07,0.0,0.0,0.0,0.0,0
0,1,22,9,276,1456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,2,11,9,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0.0,0.0,0.0,0.0,1.0,0.0,0.13,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,22,9,313,774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,1,18,9,933,2720,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,220,51,0.23,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,22,9,285,614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,0.0,0.0,0.0,0.0,1.0,0.0,0.17,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,22,9,215,9061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22,255,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0
0,1,22,9,341,5190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,2,45,9,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,216,0.85,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,22,9,260,5384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,247,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,22,9,218,5790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,2,11,9,45,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,63,0.0,0.0,0.0,0.0,0.98,0.03,0.0,255,242,0.95,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0
0,2,45,9,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
0,1,22,9,217,3476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,21,0.0,0.0,0.0,0.0,1.0,0.0,0.1,21,255,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0
